f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,work_type,target
0.30532214,0.13509499,0.06860005,0.3043346,0.63986504,0.78177214,0.0,0.2912408,0.36092895,0.07819915,0.5697331,0.34954375,0.75,0.20968638,0.15476711,0.020062704,0.12817207,0.13615032,0.12403859,0.13406189,0.84236115,0.38875997,0.36881804,0.23080738,0.021357106,0.00854052,0.15401715,0.08207202,0.31253296,0.21721268,0.34653428,0.29600474,0.11019967,1.0,0.70868254,0.0,0.7,0.27524054,0.38023135,0.32183713,0.23585175,0.24230649,0.0,0.0,0.17134488,0.8934281,0.343265,0.76478493,0.14052096,1.0,1.0,0.61709887,0.7082561,1.0,0.50970817,0.8,0.53872365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43337703,0.0,0.0,1.0,1.0,0.6666667,0.0,0.0,0.0,1.0,0.45923758,0.0,0.2764855,0.0,0.0,0.0,0.0,0.0,0.040334966,0.41427153,0.0,0.38445652,0.0,0.5990793,1.0,0.097681195,0.42085263,1.0,0.5026964,freelancer,0.3378814
0.20995735,0.25114378,0.06336051,0.24158685,0.70755774,0.8444405,1.0,0.29175642,0.5231447,0.12539253,0.5754516,0.42615086,0.75,0.5227472,0.2983034,0.49832404,0.43979156,0.49916658,0.42041582,0.32358238,0.9194726,0.6425896,0.5287874,0.3462587,0.24806266,0.27924225,0.37802234,0.26620355,0.23535603,0.15621239,0.61638963,0.10932846,0.40460554,0.0,0.9103948,0.0,0.5,0.62979823,0.7194506,0.7032549,0.5352064,0.5984149,0.0,1.0,0.43583885,0.7161108,0.302649,0.42804703,0.5496283,1.0,1.0,0.64641386,0.63385886,1.0,0.45665047,0.8,0.49705106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48879132,1.0,0.40365624,0.0,1.0,0.6666667,0.0,1.0,0.3122785,0.0,0.0,0.0,0.36518386,0.0,0.0,0.0,0.0,0.0,0.32899642,0.41133317,0.0,0.38786393,0.0,0.5338391,1.0,0.4218115,0.007670887,0.0,0.519894,freelancer,0.6115831
0.75481963,0.76669407,0.7440819,0.6239707,0.81393415,0.8933637,1.0,0.62024176,0.3882855,0.44307423,0.8601918,0.73225355,0.7,0.7599445,0.69272286,0.8082234,0.7536303,0.76024556,0.55290246,0.68199456,0.86692506,0.81060964,0.8007097,0.60806817,0.5943634,0.7038692,0.48662168,0.4902771,0.35110024,0.17165816,0.94234616,0.2805207,0.6174912,0.0,0.70115376,0.0,0.3,0.76411575,0.5187936,0.71095973,0.66297513,0.7290865,1.0,1.0,0.4846306,0.6148351,0.24269867,0.5900223,0.39081514,1.0,1.0,0.669293,0.7848986,1.0,0.4600133,0.7,0.54820365,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.66202813,1.0,0.26990077,0.0,1.0,0.6666667,0.0,0.0,0.0,0.0,0.028041458,0.0,0.43393105,0.0,0.0,0.0,1.0,0.0,0.47798026,0.4234656,0.0,0.47079712,0.0,0.64307827,1.0,0.59744704,0.025161445,0.0,0.7320482,tradesperson,0.75524783
0.48550832,0.54377043,0.45208326,0.44061792,0.7412698,0.8374634,1.0,0.44417864,0.33833066,0.22735661,0.633021,0.38809398,0.65,0.35126433,0.19405082,0.37024125,0.30518547,0.23886696,0.33019477,0.14954272,0.87217504,0.47936898,0.35916463,0.15005386,0.21118608,0.16146924,0.25925165,0.20945008,0.34205475,0.221642,0.49266744,0.32261235,0.1573796,0.0,0.6606898,0.0,0.3,0.2579566,0.32600844,0.37086484,0.29789704,0.09639819,1.0,1.0,0.27407628,0.7975892,0.4779892,0.7604444,0.37250635,0.0,1.0,0.5428524,0.5662775,1.0,0.50114304,0.7,0.34598273,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.50302637,1.0,0.32982802,1.0,1.0,1.0,0.0,0.0,0.0277081,0.0,0.013590891,0.0,0.21492922,0.0,0.0,0.0,1.0,0.0,0.26256314,0.43784192,0.0,0.36677098,1.0,0.6113409,1.0,0.23339243,0.0709267,1.0,0.53220445,platform_worker,0.49348152
0.23844157,0.43147883,0.35122055,0.330574,0.6978811,0.81906354,0.0,0.43203244,0.437777,0.4383815,0.7475503,0.54809266,0.65,0.6890705,0.81491476,0.8186282,0.7742045,0.78890723,0.75455046,0.61144626,0.91821855,0.84332997,0.85869956,0.61272645,0.5833862,0.6982009,0.77284265,0.42056152,0.15757254,0.11633398,0.86113596,0.13321455,0.673785,1.0,0.9153287,0.0,0.3,0.6817695,0.66013557,0.5600498,0.61620384,0.47040772,0.0,0.0,0.4340815,0.77100956,0.33295673,0.52725685,0.51343566,1.0,1.0,0.5642996,0.60874355,1.0,0.4533905,0.7,0.5357808,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42436066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41836852,0.0,0.0,0.0,1.0,1.0,0.155399,0.36476853,1.0,0.37186724,1.0,0.5349428,0.0,0.6573903,0.0,1.0,0.59036136,platform_worker,0.6054967
0.1652067,0.3875078,0.099813834,0.32447073,0.59493357,0.78859645,1.0,0.2680931,0.30603734,0.16668332,0.49632573,0.73722404,0.65,0.5288235,0.55185854,0.6623275,0.5810032,0.457777,0.4732174,0.41533905,0.9393039,0.6721831,0.58207643,0.47286302,0.4910514,0.5603966,0.5176728,0.29538506,0.17813219,0.12333461,0.65336007,0.098791935,0.43196175,1.0,0.7822886,0.0,0.5,0.7103056,0.62882936,0.62085843,0.50196266,0.5178294,0.0,1.0,0.5063943,0.57159,0.19378379,0.42571795,0.66735995,1.0,1.0,0.4110881,0.33118114,0.0,0.16638613,0.7,0.46473098,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25081575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2110687,0.0,0.0,0.0,0.0,0.0,0.14994334,0.41100702,0.0,0.3557805,1.0,0.31571227,0.0,0.33008248,0.0,1.0,0.4010361,platform_worker,0.46724233
0.27715418,0.28520706,0.14495131,0.17590798,0.63399917,0.64414597,0.0,0.14008546,0.49783128,0.20381656,0.6067555,0.19557536,0.7,0.14255123,0.16616526,0.2439144,0.1842103,0.37525743,0.18897074,0.08691026,0.85273385,0.44145107,0.34267214,0.17071305,0.22115982,0.20634225,0.23199546,0.02944501,0.20063251,0.0,0.4059927,0.08804004,0.18519428,0.0,0.8317488,0.0,0.3,0.31861973,0.40310666,0.319234,0.29228148,0.25474337,1.0,0.0,0.15022588,0.8455196,0.39884648,0.7162597,0.20233849,1.0,1.0,0.53482693,0.7348774,0.0,0.4377696,0.7,0.33069772,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.59953016,0.0,0.020282282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2065914,0.0,0.55071443,0.0,1.0,1.0,0.0,1.0,0.42071098,0.5371041,1.0,0.49377498,1.0,0.62670445,0.0,0.07586352,0.090922184,0.0,0.39992628,tradesperson,0.40092397
0.23357438,0.4058329,0.270919,0.27591613,0.6729274,0.7819975,0.0,0.35462222,0.44509354,0.26047826,0.5241383,0.4753578,0.75,0.67500764,0.6241453,0.6297287,0.64296055,0.75057626,0.6995365,0.4845686,0.80484146,0.68440974,0.67160994,0.45993376,0.51033366,0.6097329,0.6135146,0.36346838,0.33126214,0.33480728,0.7500604,0.28781563,0.4887747,0.0,0.60140526,1.0,0.7,0.718345,0.57579356,0.6032485,0.4170928,0.456599,1.0,1.0,0.4375151,0.6963404,0.26334846,0.42489457,0.5522477,1.0,1.0,0.76240665,0.9323707,0.0,0.6488233,0.8,0.4314869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6880091,1.0,0.3851092,0.0,1.0,0.6666667,0.0,0.0,0.01806413,1.0,0.5293589,0.0,0.6950081,0.0,1.0,0.0,0.0,0.0,0.50248986,0.6693541,0.0,0.6293013,1.0,0.8056234,1.0,0.5218972,0.47915787,0.0,0.71487474,freelancer,0.6800645
0.06817248,0.4323797,0.33441737,0.266281,0.6738097,0.87762153,1.0,0.13976799,0.3672876,0.21009932,0.58235836,0.0663981,0.7,0.40343803,0.4443933,0.4117338,0.41985506,0.36292684,0.38325906,0.2453156,0.86286664,0.5245174,0.5448228,0.33271605,0.26033047,0.3580272,0.39334002,0.28364834,0.22505893,0.20227191,0.6598632,0.2385989,0.3738267,1.0,0.7992017,0.0,0.3,0.13035235,0.08331225,0.30224013,0.32527468,0.24153347,0.0,0.0,0.046145607,0.91303915,0.43549818,0.81908184,0.022973984,1.0,1.0,0.85058933,0.89634395,1.0,0.870143,0.7,0.41906893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73509425,1.0,0.21010114,0.0,1.0,0.6666667,0.0,1.0,0.19162823,1.0,0.31468108,0.0,0.44500312,0.0,0.0,0.0,0.0,1.0,0.37347776,0.54933053,0.0,0.51647156,0.0,0.79383034,1.0,0.40427423,0.16811067,1.0,0.5504669,tradesperson,0.50136864
0.54848003,0.43513298,0.33680567,0.43690565,0.71295184,0.78471726,1.0,0.5524737,0.30219984,0.39690486,0.7237356,0.51394886,0.6,0.91316885,0.71589506,0.82490116,0.81798834,0.7713012,0.67386544,0.69493973,1.0,0.8621434,0.84199905,0.61249745,0.54947484,0.69266385,0.79710895,0.40729815,0.19705899,0.3137493,0.84767205,0.035687495,0.738012,0.0,1.0,0.0,0.5,0.5935139,0.5133666,0.6289233,0.6554148,0.4473977,0.0,0.0,0.42664975,0.70720005,0.24990419,0.59699154,0.37668842,1.0,1.0,0.87991476,0.8636735,1.0,0.62355006,0.6,0.35393992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68329895,0.0,0.013822502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030595329,0.0,0.4268182,0.0,0.0,0.0,0.0,0.0,0.17184542,0.45702052,0.0,0.4797025,1.0,0.9160981,0.0,0.722816,0.0,1.0,0.7410356,vendor,0.74195987
0.95945096,0.67310953,0.48838225,0.661989,0.80680746,0.9297924,0.0,0.76693815,0.516595,0.5795725,0.84801215,0.3069447,0.75,0.46049294,0.29677868,0.37234616,0.37653926,0.38970152,0.37525916,0.41400108,0.8760027,0.54985875,0.61852705,0.33730116,0.35803902,0.2627564,0.38423547,0.23419204,0.22790551,0.23401113,0.5575115,0.3082473,0.37572178,1.0,0.8167831,0.0,0.3,0.41027203,0.46340385,0.49938762,0.4426418,0.32981718,0.0,1.0,0.21298242,0.6862209,0.38896206,0.5845713,0.27101523,1.0,1.0,0.8468544,0.7835907,1.0,0.71291447,0.8,0.52940685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61347616,1.0,0.1349084,0.0,0.0,0.33333334,1.0,0.0,0.0753015,0.0,0.0,0.0,0.28434172,1.0,0.0,1.0,1.0,0.0,0.26323462,0.43945268,0.0,0.48157194,1.0,0.786331,0.0,0.31989062,0.012701749,0.0,0.5621821,freelancer,0.54388326
0.6227021,0.73774725,0.6261031,0.60161424,0.8293702,0.9340715,1.0,0.57385594,0.39444548,0.41071042,0.781371,0.3433933,0.65,0.2593104,0.14630827,0.23554368,0.21372077,0.43151584,0.16066468,0.20307119,0.9543751,0.50367486,0.4137146,0.16912128,0.30668753,0.2185882,0.19755533,0.090363465,0.27518085,0.22398472,0.46828404,0.15824015,0.26685423,0.0,0.8863968,0.0,0.3,0.52839565,0.43452844,0.5059636,0.51354325,0.3335512,0.0,1.0,0.4153791,0.817552,0.18194854,0.58797127,0.49169308,1.0,1.0,0.68530196,0.76156,1.0,0.7403318,0.7,0.44046146,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.630301,1.0,0.43164182,0.0,1.0,0.6666667,1.0,0.0,0.004405893,1.0,0.6747329,0.0,0.099049024,0.0,0.0,0.0,0.0,1.0,0.016226962,0.26546502,0.0,0.31889367,1.0,0.7191339,1.0,0.11156609,0.4895038,0.0,0.7383812,platform_worker,0.6075363
0.3402544,0.68315756,0.48889104,0.56310993,0.8690992,0.9183715,1.0,0.604527,0.40194574,0.5693516,0.8300244,0.56078154,0.75,0.19613811,0.21204752,0.16047463,0.18955342,0.16403256,0.16072474,0.03596784,0.7378358,0.3513812,0.2804285,0.18152271,0.19075444,0.18091227,0.0,0.13375632,0.32586563,0.34282464,0.37751952,0.25925463,0.078957595,1.0,0.66693944,0.0,0.3,0.47641554,0.42030555,0.6851159,0.58597255,0.46024048,1.0,1.0,0.25637242,0.8322124,0.31712213,0.7724834,0.5036344,1.0,1.0,0.7117988,0.67455584,1.0,0.5798407,0.8,0.4298102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.63164186,1.0,0.40723544,0.0,1.0,0.6666667,1.0,1.0,0.5085662,0.0,0.0,1.0,0.619681,1.0,0.0,0.0,0.0,0.0,0.46144375,0.5629348,1.0,0.6213513,0.0,0.7216553,1.0,0.0,0.008984283,0.0,0.6378783,freelancer,0.6140084
1.0,0.7569625,0.52833533,0.68267256,0.94174635,0.95138794,0.0,0.5753695,0.6330029,0.58547896,0.8279206,0.32392612,0.75,0.2525479,0.37851658,0.39153898,0.34086782,0.21494567,0.41819406,0.4211543,0.8988826,0.45723817,0.4581096,0.15814932,0.20414467,0.2078589,0.16245608,0.085760005,0.0,0.07332937,0.39376187,0.016887046,0.20208517,1.0,1.0,0.0,0.5,0.44151115,0.40593415,0.52433133,0.6249635,0.40304926,0.0,1.0,0.34903833,0.6991394,0.23801899,0.7356388,0.49536055,1.0,1.0,0.85292286,0.6788112,1.0,0.7165456,0.8,0.4661317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.57775825,0.0,0.03626411,0.0,0.0,0.0,0.0,1.0,0.3311686,1.0,0.41945958,0.0,0.16164514,1.0,1.0,0.0,0.0,1.0,0.14135298,0.3679302,0.0,0.41676766,1.0,0.65773195,0.0,0.19320537,0.28527242,0.0,0.68892425,freelancer,0.64370394
0.6316183,0.72789,0.49064577,0.67353404,0.86404485,0.9715279,1.0,0.48320073,0.49703634,0.4366833,0.80754256,0.29892206,0.7,0.53215075,0.30739018,0.49405435,0.44453177,0.2873604,0.41916397,0.32112673,0.89105284,0.5291766,0.5231531,0.4549605,0.17762642,0.34122217,0.45838088,0.31456953,0.121967435,0.18673478,0.7280244,0.12993436,0.33209836,0.0,0.9312795,0.0,0.3,0.39004856,0.33462682,0.3998271,0.35523906,0.43503022,0.0,0.0,0.2579519,0.8162338,0.32071626,0.6693463,0.37772974,1.0,1.0,0.81027,0.76349795,1.0,0.74732053,0.7,0.42607978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6270828,0.0,0.018341072,0.0,1.0,0.33333334,0.0,0.0,0.0,1.0,0.29657662,0.0,0.1902728,0.0,0.0,0.0,0.0,0.0,0.162471,0.3808439,1.0,0.42839518,1.0,0.74054205,1.0,0.3888489,0.3277642,0.0,0.66776997,tradesperson,0.6165738
0.76781446,0.57797325,0.4685439,0.58802074,0.8625652,1.0,1.0,0.477517,0.4219695,0.3144763,0.7546247,0.65554047,0.75,0.16620933,0.28477114,0.30120915,0.25072986,0.199784,0.15173045,0.22945218,0.90570784,0.43384048,0.4019551,0.18652618,0.23545371,0.14267957,0.30589053,0.13974424,0.20931797,0.16121212,0.5106659,0.04781645,0.16804525,0.0,0.9973053,1.0,0.5,0.6338784,0.5632476,0.605533,0.76442295,0.6810887,1.0,0.0,0.5114791,0.78204143,0.16270585,0.43204716,0.5139141,1.0,1.0,0.6945898,0.6529076,1.0,0.51089054,0.8,0.5062341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.52561116,1.0,0.40164036,0.0,0.0,0.33333334,0.0,0.0,0.0010141941,1.0,0.4442064,0.0,0.15504918,0.0,1.0,0.0,0.0,1.0,0.21860375,0.36045823,1.0,0.42900342,1.0,0.5613867,0.0,0.19367234,0.29384425,0.0,0.5992222,freelancer,0.6146822
0.42872483,0.29956907,0.39841136,0.34045184,0.7211949,0.764968,0.0,0.55641234,0.4976372,0.24817789,0.65537554,0.6156164,0.7,0.76500535,0.6598548,0.6393652,0.6880751,0.6538176,0.61988354,0.51243633,0.8949701,0.7795187,0.5974042,0.5901231,0.48667374,0.64848125,0.6099498,0.4054634,0.291321,0.20978804,0.7024047,0.22936593,0.51321924,1.0,0.7808469,1.0,0.5,0.7049071,0.5639927,0.6230932,0.66120714,0.50145334,0.0,0.0,0.40285832,0.6558001,0.36413786,0.4400238,0.4568181,1.0,1.0,0.7595021,0.6591989,1.0,0.6311844,0.7,0.5005749,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6151472,1.0,0.15874237,0.0,1.0,0.6666667,1.0,1.0,0.16799214,1.0,0.23432915,0.0,0.5571507,0.0,0.0,0.0,0.0,0.0,0.34463185,0.48978972,0.0,0.64632756,1.0,0.6146906,1.0,0.47952956,0.14944434,0.0,0.53520596,tradesperson,0.6317912
0.11021002,0.35291132,0.12529944,0.2982288,0.71993613,0.69887835,0.0,0.2695114,0.363752,0.18114994,0.58671147,0.60659957,0.6,0.5395474,0.3609852,0.3657544,0.42209566,0.500433,0.37055677,0.4197584,0.9734673,0.66606075,0.5609348,0.34279293,0.35949352,0.36627117,0.42177495,0.21624596,0.16440244,0.30972093,0.57181585,0.14460188,0.2785636,1.0,0.8532385,0.0,0.3,0.6665954,0.71540374,0.6518948,0.62271565,0.6542841,0.0,0.0,0.61305,0.677862,0.209946,0.56559527,0.5448031,1.0,0.0,0.76680446,0.85715514,1.0,0.6930024,0.6,0.4748628,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7229653,0.0,0.0,1.0,0.0,0.33333334,0.0,1.0,0.16826,0.0,0.015141001,0.0,0.7884921,1.0,0.0,0.0,1.0,0.0,0.3710694,0.6480823,0.0,0.6627747,1.0,0.68243027,0.0,0.24751781,0.0,0.0,0.51949644,vendor,0.57406163
0.29228812,0.444531,0.32966036,0.38455442,0.69622564,0.77531284,0.0,0.38925868,0.44156605,0.2570894,0.67226547,0.15859301,0.6,0.54132193,0.44889033,0.48421144,0.49147457,0.6169407,0.50928885,0.3364839,0.9468532,0.72090244,0.586017,0.42396027,0.36732513,0.4116176,0.34610593,0.30292517,0.052728113,0.13336864,0.6041312,0.28234753,0.5380931,1.0,0.9591098,0.0,0.5,0.11496945,0.32680976,0.18829358,0.10112134,0.09762051,0.0,0.0,0.16782759,0.93221563,0.44222584,0.869086,0.2900976,1.0,1.0,0.74929714,0.8524296,1.0,0.6710548,0.6,0.30281642,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6397265,1.0,0.41632766,0.0,1.0,0.6666667,1.0,1.0,0.44981372,0.0,0.0104151545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30247843,0.0,0.25215256,1.0,0.7890775,1.0,0.5140951,0.07316358,0.0,0.699398,vendor,0.53126174
0.43171796,0.62454367,0.43277153,0.57722676,0.7976629,0.8765763,1.0,0.60148597,0.397492,0.55696136,0.7241525,0.32167125,0.75,0.86210644,0.807422,0.7986956,0.8227413,0.77106404,0.80235,0.67796576,0.76437724,0.8118306,0.7636356,0.5668972,0.55365986,0.8052023,0.66385823,0.50484,0.25523016,0.32155728,0.8267318,0.25426388,0.6678122,0.0,0.74905753,1.0,0.7,0.44904485,0.49617696,0.495321,0.56036973,0.31494907,0.0,0.0,0.20964961,0.8376855,0.35953584,0.808383,0.37276772,1.0,1.0,0.60506845,0.69639826,1.0,0.4554347,0.8,0.44350597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.51788145,0.0,0.0,1.0,1.0,0.6666667,1.0,1.0,0.44305474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36923885,1.0,0.19152385,0.0,0.6088131,1.0,0.5075863,0.0010481096,1.0,0.799225,freelancer,0.662043
0.82385707,0.66587156,0.5936599,0.5070996,0.8586367,0.8959327,1.0,0.64426446,0.39211726,0.5433125,0.8023257,0.1802799,0.7,0.48776448,0.60033745,0.6406565,0.5762528,0.55659753,0.5856299,0.5257303,0.7363665,0.63467044,0.6789798,0.5665009,0.32850006,0.5206724,0.6191247,0.24107829,0.45878032,0.3319488,0.7368496,0.3413596,0.45258126,1.0,0.69959414,0.0,0.3,0.24901444,0.23607565,0.37392697,0.40222943,0.13877924,0.0,0.0,0.25414914,0.8898696,0.3527662,0.72722054,0.26708156,1.0,1.0,0.7953811,0.85730016,1.0,0.7898097,0.7,0.28379127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6014862,0.0,0.0,1.0,1.0,0.6666667,0.0,1.0,0.27804404,0.0,0.0,0.0,0.12422897,0.0,0.0,0.0,0.0,0.0,0.13448815,0.40334737,0.0,0.35879457,0.0,0.71990025,1.0,0.38464192,0.0,0.0,0.66689867,tradesperson,0.5617259
0.9057273,0.8365263,0.7098414,0.69075257,0.9049447,0.95065165,1.0,0.61615473,0.4934968,0.4974672,0.83439994,0.52135766,0.65,0.7658333,0.6348166,0.73913825,0.7132627,0.695342,0.73230076,0.6013281,0.86430717,0.79692197,0.83915555,0.7562555,0.3920241,0.6557375,0.59995234,0.35286668,0.22739986,0.19825576,0.78999066,0.18990256,0.57478917,1.0,0.9474486,0.0,0.3,0.6681756,0.7061505,0.8152047,0.57089764,0.65585357,0.0,1.0,0.5425598,0.66056895,0.26235738,0.34073716,0.67548937,1.0,1.0,0.40004212,0.52103406,0.0,0.36722922,0.7,0.42448947,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39888665,0.0,0.039958112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.47109994,0.0,0.4472829,1.0,1.0,0.0,1.0,0.0,0.29708928,0.5545985,0.0,0.5720126,1.0,0.3762171,0.0,0.43281838,0.36634803,0.0,0.784988,platform_worker,0.7514274
0.8464584,0.5254232,0.3262628,0.4421808,0.7692517,0.95848817,0.0,0.58239865,0.4324873,0.3244379,0.8209407,0.59021074,0.75,0.58512896,0.59394354,0.61059415,0.59655553,0.5380682,0.43093148,0.30274662,0.9181202,0.6990155,0.5149944,0.5009871,0.41102114,0.60083884,0.49884707,0.26872775,0.30643713,0.43009853,0.4959793,0.1380958,0.42669004,0.0,0.8250857,0.0,0.3,0.64537543,0.52459866,0.67582685,0.45721188,0.533188,1.0,0.0,0.51475257,0.7536781,0.30178773,0.6551871,0.46802494,1.0,1.0,0.45883498,0.5126417,1.0,0.39198005,0.8,0.49815562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28894937,1.0,0.25513685,1.0,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.47276345,0.0,0.0,0.0,0.0,1.0,0.13107017,0.5770286,0.0,0.48735687,1.0,0.37544596,0.0,0.43966335,0.0,0.0,0.5741542,freelancer,0.62495977
0.48475313,0.54459965,0.41705266,0.45837978,0.77869296,0.8068274,1.0,0.5540792,0.3187169,0.3076768,0.62025505,0.5202709,0.65,0.72038394,0.7188258,0.7471435,0.72878444,0.6311194,0.6561182,0.58392775,0.9135637,0.7979866,0.8395877,0.51437736,0.5777827,0.69709593,0.6376366,0.4220501,0.07991744,0.14573659,0.84014344,0.11965644,0.43986645,1.0,0.8519204,1.0,0.3,0.49572584,0.55737174,0.5232837,0.5587076,0.37421057,0.0,0.0,0.27750173,0.7876672,0.1959854,0.6522403,0.55533224,1.0,1.0,0.50395715,0.520377,0.0,0.42135948,0.7,0.36338094,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.469413,1.0,0.43176392,1.0,1.0,1.0,0.0,1.0,0.47508672,0.0,0.0,0.0,0.45684415,1.0,0.0,1.0,1.0,1.0,0.22899112,0.4780786,0.0,0.4213196,1.0,0.3845395,1.0,0.64293057,0.02168652,0.0,0.6971374,platform_worker,0.6811778
0.25811106,0.5835807,0.69444287,0.52642816,0.8266512,0.9238831,1.0,0.50911003,0.4208781,0.48329243,0.7226711,0.26818055,0.7,0.8486379,0.9447045,0.850279,0.8812071,0.79000515,0.7644264,0.65761626,0.9265548,0.86362517,0.81710607,0.6651305,0.67674655,0.8910915,0.7553566,0.5334334,0.24797788,0.050272096,0.9117437,0.08294278,0.8075287,0.0,0.9167433,1.0,0.3,0.21958779,0.21560565,0.46171284,0.39991978,0.26714632,0.0,1.0,0.14152904,0.7929858,0.5593434,0.83291095,0.3679957,0.0,1.0,0.6615361,0.5701213,1.0,0.5700688,0.7,0.402465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4303598,1.0,0.25272205,1.0,0.0,0.6666667,1.0,0.0,0.06989562,1.0,0.3758731,0.0,0.6383003,0.0,0.0,0.0,0.0,0.0,0.46250275,0.60264957,0.0,0.6182394,0.0,0.63990515,0.0,0.7268505,0.32653984,0.0,0.76212907,tradesperson,0.72691596
0.38648355,0.3719565,0.24086298,0.35568845,0.7103753,0.79424226,0.0,0.18691042,0.47757408,0.20241891,0.54023296,0.7142031,0.65,0.4059595,0.3716479,0.33293793,0.37018177,0.33284825,0.2694863,0.26839814,0.87991655,0.5613802,0.4294919,0.23227616,0.0,0.35140175,0.21851268,0.113273785,0.28349134,0.20005941,0.45991778,0.10654919,0.26438442,0.0,0.77794236,1.0,0.5,0.68960416,0.5637743,0.5745571,0.7295813,0.6181153,1.0,0.0,0.62898123,0.6310017,0.14323717,0.30627543,0.77408224,1.0,1.0,0.44546217,0.6397442,1.0,0.4728838,0.7,0.4256435,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33984584,0.0,0.07469334,0.0,0.0,0.0,0.0,1.0,0.15344366,1.0,0.27474183,0.0,0.362218,0.0,1.0,0.0,0.0,0.0,0.47476563,0.5512947,0.0,0.4215435,0.0,0.46034944,0.0,0.33194187,0.24903835,0.0,0.47780716,platform_worker,0.5389409
0.5851829,0.30898657,0.19864233,0.34870183,0.6454129,0.78674155,1.0,0.2518241,0.49487102,0.16285847,0.5316112,0.61410207,0.7,0.7286566,0.75971895,0.69954896,0.7293082,0.69222444,0.6836058,0.4270659,0.8711383,0.8140431,0.81980056,0.5211737,0.5265526,0.670197,0.60843766,0.566874,0.122148745,0.1818556,0.8525616,0.16363658,0.43291,1.0,0.79429364,0.0,0.7,0.6987369,0.6418035,0.5086374,0.5407996,0.45346856,0.0,0.0,0.49294716,0.65571046,0.29428932,0.51567733,0.54284304,1.0,1.0,0.6852111,0.864741,1.0,0.7914315,0.7,0.5142522,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.61942756,0.0,0.0,1.0,1.0,0.6666667,0.0,0.0,0.019373333,1.0,0.4635946,0.0,0.55607724,0.0,0.0,1.0,0.0,1.0,0.36372373,0.47757864,0.0,0.41446885,1.0,0.8437682,1.0,0.5206524,0.40411747,0.0,0.76310784,tradesperson,0.67022973
